client,true_value,geo_value 
c21796,5,6
c21797,4,4
c21798,5,5
c21799,5,6
c21800,4,6
c21801,5,5
c21802,3,1
c21803,10,10
c21804,5,6
c21805,4,4
c21806,5,2
c21807,6,8
c21808,4,4
c21809,7,2
c21810,7,3
c21811,5,4
c21812,2,1
c21813,7,8
c21814,6,3
c21815,7,7
c21816,5,5
c21817,6,4
c21818,3,6
c21819,4,2
c21820,7,3
c21821,3,5
c21822,6,4
c21823,4,4
c21824,7,7
c21825,7,8
c21826,2,10
c21827,5,4
c21828,4,6
c21829,7,7
c21830,5,5
c21831,3,4
c21832,7,3
c21833,4,4
c21834,6,4
c21835,7,7
c21836,4,3
c21837,5,5
c21838,6,4
c21839,3,2
c21840,5,10
c21841,3,3
c21842,8,10
c21843,2,10
c21844,4,5
c21845,4,6
c21846,2,8
c21847,4,1
c21848,6,6
c21849,6,6
c21850,6,4
c21851,6,5
c21852,7,4
c21853,5,5
c21854,6,4
c21855,4,5
c21856,3,7
c21857,7,1
c21858,4,6
c21859,6,9
c21860,7,3
c21861,3,3
c21862,5,6
c21863,3,8
c21864,5,4
c21865,6,5
c21866,6,5
c21867,1,2
c21868,3,1
c21869,5,5
c21870,4,5
c21871,6,6
c21872,3,4
c21873,3,1
c21874,5,6
c21875,5,2
c21876,6,6
c21877,6,7
c21878,5,4
c21879,4,5
c21880,4,6
c21881,7,5
c21882,5,6
c21883,6,4
c21884,6,5
c21885,6,4
c21886,6,4
c21887,5,6
c21888,4,5
c21889,10,2
c21890,4,6
c21891,4,5
c21892,3,2
c21893,4,6
c21894,4,5
c21895,6,4
c21896,5,4
c21897,3,8
c21898,3,8
c21899,8,9
c21900,7,8
c21901,3,3
c21902,2,2
c21903,7,7
c21904,3,6
c21905,3,3
c21906,5,5
c21907,5,10
c21908,5,6
c21909,5,10
c21910,3,7
c21911,7,9
c21912,5,3
c21913,5,5
c21914,6,6
c21915,7,6
c21916,1,8
c21917,4,6
c21918,5,6
c21919,4,4
c21920,4,4
c21921,5,5
c21922,2,8
c21923,6,6
c21924,4,6
c21925,5,6
c21926,6,6
c21927,5,4
c21928,1,9
c21929,6,6
c21930,4,6
c21931,6,6
c21932,7,7
c21933,7,7
c21934,4,5
c21935,4,4
c21936,9,10
c21937,7,10
c21938,7,3
c21939,8,9
c21940,7,9
c21941,7,5
c21942,5,3
c21943,1,9
c21944,5,5
c21945,5,5
c21946,6,7
c21947,6,6
c21948,3,3
c21949,7,8
c21950,2,9
c21951,5,5
c21952,3,5
c21953,6,5
c21954,4,6
c21955,3,3
c21956,4,6
c21957,6,4
c21958,4,6
c21959,6,6
c21960,2,2
c21961,6,6
c21962,7,4
c21963,7,8
c21964,7,6
c21965,6,4
c21966,6,5
c21967,8,2
c21968,4,2
c21969,3,7
c21970,4,6
c21971,6,5
c21972,7,5
c21973,8,10
c21974,2,3
c21975,5,4
c21976,7,7
c21977,5,5
c21978,6,6
c21979,5,5
c21980,5,9
c21981,7,5
c21982,9,9
c21983,3,7
c21984,4,4
c21985,4,6
c21986,4,2
c21987,7,7
c21988,4,6
c21989,9,9
c21990,5,6
c21991,7,7
c21992,3,3
c21993,6,6
c21994,4,6
c21995,5,5
c21996,6,8
c21997,7,6
c21998,7,1
c21999,4,6
c22000,6,6
c22001,5,6
c22002,5,5
c22003,5,3
c22004,2,9
c22005,5,5
c22006,7,8
c22007,4,5
c22008,5,4
c22009,6,1
c22010,2,3
c22011,2,8
c22012,4,5
c22013,5,9
c22014,5,6
c22015,6,6
c22016,6,4
c22017,3,3
c22018,5,5
c22019,5,5
c22020,6,4
c22021,1,9
c22022,2,8
c22023,8,1
c22024,4,4
c22025,5,7
c22026,7,2
c22027,4,4
c22028,5,6
c22029,7,3
c22030,6,5
c22031,3,8
c22032,4,6
c22033,5,4
c22034,4,5
c22035,5,6
c22036,5,5
c22037,4,9
c22038,7,7
c22039,8,9
c22040,2,9
c22041,6,7
c22042,3,8
c22043,6,5
c22044,4,6
c22045,4,6
c22046,6,6
c22047,6,4
c22048,6,6
c22049,4,5
c22050,4,5
c22051,5,6
c22052,6,6
c22053,2,8
c22054,7,3
c22055,4,6
c22056,3,7
c22057,3,3
c22058,5,4
c22059,5,4
c22060,5,5
c22061,7,7
c22062,4,4
c22063,2,9
c22064,5,5
c22065,5,5
c22066,7,6
c22067,2,2
c22068,7,10
c22069,7,5
c22070,5,4
c22071,6,5
c22072,4,5
c22073,8,8
c22074,5,7
c22075,4,6
c22076,6,7
c22077,3,4
c22078,6,5
c22079,5,5
c22080,5,5
c22081,1,2
c22082,6,5
c22083,4,6
c22084,5,5
c22085,5,5
c22086,6,6
c22087,6,7
c22088,6,4
c22089,7,3
c22090,4,6
c22091,6,5
c22092,4,7
c22093,5,4
c22094,5,6
c22095,4,6
c22096,5,4
c22097,5,5
c22098,3,5
c22099,6,9
c22100,6,5
c22101,7,4
c22102,6,4
c22103,3,7
c22104,5,6
c22105,5,5
c22106,4,2
c22107,5,6
c22108,6,1
c22109,6,4
c22110,4,8
c22111,4,7
c22112,6,4
c22113,5,8
c22114,4,4
c22115,5,5
c22116,6,4
c22117,5,5
c22118,7,4
c22119,5,4
c22120,4,2
c22121,6,6
c22122,6,4
c22123,3,9
c22124,8,1
c22125,4,6
c22126,2,1
c22127,7,7
c22128,3,10
c22129,7,5
c22130,6,4
c22131,3,3
c22132,4,6
c22133,5,5
c22134,2,2
c22135,7,6
c22136,5,4
c22137,6,6
c22138,6,7
c22139,4,7
c22140,5,4
c22141,5,5
c22142,5,4
c22143,3,7
c22144,1,4
c22145,6,4
c22146,5,5
c22147,3,6
c22148,7,1
c22149,3,7
c22150,4,2
c22151,8,8
c22152,6,4
c22153,6,7
c22154,3,9
c22155,3,5
c22156,6,6
c22157,4,4
c22158,4,6
c22159,6,9
c22160,4,8
c22161,5,4
c22162,5,4
c22163,7,5
c22164,6,4
c22165,3,3
c22166,4,4
c22167,5,6
c22168,6,6
c22169,5,5
c22170,5,5
c22171,4,4
c22172,6,6
c22173,5,6
c22174,6,5
c22175,6,10
c22176,5,9
c22177,6,6
c22178,4,4
c22179,3,7
c22180,6,6
c22181,5,5
c22182,5,5
c22183,4,6
c22184,7,6
c22185,5,6
c22186,6,5
c22187,4,4
c22188,4,10
c22189,4,4
c22190,3,4
c22191,6,6
c22192,5,4
c22193,6,6
c22194,4,4
c22195,6,6
c22196,6,6
c22197,4,4
c22198,4,1
c22199,4,5
c22200,4,4
c22201,6,4
c22202,8,8
c22203,5,7
c22204,4,4
c22205,2,1
c22206,5,4
c22207,5,6
c22208,6,1
c22209,6,5
c22210,3,8
c22211,5,5
c22212,4,6
c22213,3,5
c22214,4,6
c22215,6,4
c22216,5,4
c22217,4,7
c22218,6,5
c22219,5,5
c22220,6,5
c22221,6,7
c22222,4,4
c22223,5,3
c22224,5,5
c22225,3,7
c22226,5,5
c22227,4,8
c22228,3,7
c22229,8,9
c22230,6,6
c22231,7,9
c22232,5,5
c22233,3,5
c22234,5,4
c22235,7,3
c22236,6,6
c22237,4,9
c22238,5,5
c22239,5,6
c22240,7,3
c22241,5,5
c22242,5,4
c22243,4,5
c22244,4,6
c22245,6,5
c22246,5,5
c22247,6,6
c22248,7,7
c22249,3,4
c22250,4,6
c22251,7,7
c22252,5,6
c22253,3,7
c22254,4,3
c22255,5,5
c22256,4,7
c22257,1,9
c22258,3,7
c22259,4,5
c22260,5,5
c22261,5,4
c22262,5,6
c22263,2,8
c22264,5,5
c22265,6,7
c22266,7,3
c22267,5,6
c22268,9,1
c22269,7,3
c22270,4,1
c22271,9,10
c22272,4,5
c22273,6,6
c22274,4,4
c22275,2,2
c22276,6,9
c22277,6,6
c22278,8,8
c22279,6,9
c22280,5,4
c22281,8,1
c22282,4,4
c22283,4,2
c22284,5,4
c22285,3,2
c22286,5,6
c22287,3,3
c22288,4,4
c22289,5,5
c22290,5,5
c22291,6,4
c22292,3,4
c22293,2,9
c22294,6,6
c22295,5,2
c22296,3,3
c22297,5,7
c22298,4,4
c22299,5,10
c22300,6,6
c22301,6,7
c22302,8,1
c22303,5,8
c22304,5,4
c22305,6,6
c22306,7,3
c22307,4,4
c22308,7,6
c22309,4,10
c22310,4,6
c22311,7,1
c22312,6,5
c22313,6,6
c22314,5,4
c22315,6,4
c22316,4,10
c22317,6,6
c22318,7,6
c22319,9,9
c22320,5,5
c22321,6,5
c22322,6,5
c22323,4,6
c22324,5,5
c22325,5,5
c22326,7,7
c22327,3,3
c22328,5,6
c22329,3,9
c22330,5,6
c22331,6,4
c22332,8,7
c22333,6,5
c22334,4,4
c22335,5,4
c22336,4,4
c22337,4,4
c22338,5,5
c22339,3,10
c22340,5,5
c22341,6,6
c22342,5,4
c22343,4,4
c22344,5,6
c22345,7,1
c22346,4,6
c22347,5,5
c22348,7,7
c22349,6,6
c22350,6,4
c22351,3,9
c22352,5,5
c22353,7,7
c22354,5,4
c22355,3,10
c22356,6,6
c22357,5,5
c22358,4,5
c22359,6,4
c22360,3,3
c22361,3,6
c22362,6,4
c22363,5,4
c22364,5,4
c22365,5,5
c22366,6,3
c22367,6,4
c22368,7,3
c22369,6,4
c22370,4,6
c22371,6,4
c22372,4,5
c22373,4,4
c22374,8,8
c22375,3,4
c22376,4,6
c22377,5,9
c22378,5,10
c22379,6,5
c22380,4,4
c22381,6,7
c22382,3,7
c22383,4,4
c22384,4,4
c22385,5,6
c22386,5,6
c22387,4,4
c22388,4,1
c22389,4,4
c22390,7,2
c22391,6,1
c22392,5,4
c22393,6,4
c22394,7,7
c22395,4,5
c22396,5,4
c22397,6,4
c22398,3,10
c22399,4,6
c22400,4,4
c22401,4,1
c22402,6,8
c22403,6,10
c22404,5,5
c22405,7,7
c22406,3,3
c22407,1,1
c22408,1,1
c22409,6,5
c22410,8,1
c22411,7,7
c22412,7,5
c22413,6,6
c22414,4,4
c22415,1,1
c22416,6,5
c22417,4,5
c22418,6,5
c22419,3,4
c22420,4,10
c22421,4,6
c22422,6,6
c22423,3,3
c22424,3,4
c22425,5,4
c22426,3,7
c22427,5,5
c22428,6,6
c22429,5,4
c22430,4,5
c22431,7,7
c22432,8,8
c22433,5,6
c22434,7,9
c22435,5,5
c22436,8,10
c22437,6,5
c22438,7,7
c22439,3,7
c22440,4,6
c22441,6,6
c22442,3,9
c22443,4,4
c22444,3,4
c22445,2,2
c22446,6,6
c22447,6,10
c22448,4,8
c22449,2,9
c22450,5,6
c22451,5,4
c22452,5,5
c22453,3,1
c22454,5,5
c22455,2,1
c22456,2,3
c22457,4,6
c22458,5,3
c22459,4,8
c22460,4,6
c22461,5,4
c22462,2,8
c22463,3,6
c22464,3,8
c22465,6,7
c22466,4,1
c22467,4,6
c22468,6,5
c22469,5,6
c22470,5,8
c22471,3,8
c22472,4,4
c22473,4,4
c22474,5,4
c22475,5,6
c22476,5,6
c22477,7,5
c22478,5,5
c22479,4,6
c22480,3,4
c22481,4,5
c22482,3,4
c22483,8,7
c22484,8,8
c22485,8,2
c22486,5,5
c22487,7,3
c22488,3,3
c22489,7,3
c22490,4,4
c22491,4,1
c22492,3,3
c22493,7,7
c22494,9,8
c22495,3,7
c22496,6,8
c22497,7,5
c22498,3,3
c22499,4,6
c22500,5,6
c22501,6,5
c22502,5,5
c22503,4,6
c22504,6,9
c22505,7,8
c22506,5,4
c22507,6,4
c22508,8,1
c22509,5,6
c22510,7,6
c22511,6,6
c22512,3,10
c22513,4,6
c22514,6,6
c22515,5,5
c22516,4,6
c22517,6,5
c22518,3,3
c22519,5,6
c22520,7,7
c22521,5,3
c22522,6,6
c22523,6,8
c22524,8,2
c22525,4,6
c22526,4,7
c22527,4,6
c22528,5,4
c22529,4,6
c22530,6,4
c22531,5,5
c22532,6,6
c22533,4,5
c22534,3,6
c22535,5,5
c22536,4,4
c22537,6,4
c22538,6,4
c22539,6,9
c22540,4,4
c22541,7,3
c22542,3,2
c22543,10,10
c22544,4,5
c22545,4,6
c22546,3,6
c22547,4,4
c22548,2,8
c22549,6,7
c22550,5,5
c22551,6,6
c22552,6,3
c22553,7,6
c22554,7,3
c22555,6,6
c22556,5,5
c22557,6,8
c22558,5,7
c22559,6,6
c22560,6,4
c22561,4,4
c22562,6,9
c22563,6,6
c22564,8,8
c22565,4,6
c22566,5,5
c22567,8,10
c22568,5,2
c22569,2,2
c22570,3,10
c22571,6,8
c22572,5,4
c22573,6,7
c22574,3,3
c22575,5,5
c22576,5,6
c22577,8,7
c22578,5,5
c22579,3,2
c22580,6,5
c22581,6,6
c22582,7,3
c22583,8,9
c22584,7,3
c22585,3,3
c22586,5,2
c22587,4,5
c22588,4,6
c22589,5,4
c22590,6,6
c22591,5,4
c22592,6,1
c22593,8,8
c22594,5,6
c22595,5,8
c22596,5,5
c22597,7,5
c22598,4,8
c22599,3,9
c22600,6,5
c22601,7,7
c22602,2,2
c22603,6,6
c22604,4,4
c22605,4,6
c22606,4,4
c22607,4,4
c22608,4,4
c22609,4,1
c22610,5,5
c22611,4,6
c22612,6,4
c22613,6,5
c22614,4,10
c22615,2,10
c22616,6,5
c22617,5,5
c22618,5,9
c22619,5,4
c22620,3,3
c22621,4,7
c22622,5,5
c22623,2,9
c22624,6,4
c22625,4,4
c22626,4,6
c22627,5,6
c22628,6,7
c22629,4,6
c22630,4,4
c22631,7,3
c22632,4,6
c22633,8,10
c22634,7,3
c22635,4,6
c22636,6,6
c22637,5,4
c22638,5,4
c22639,4,4
c22640,5,5
c22641,5,5
c22642,6,5
c22643,5,5
c22644,7,1
c22645,2,8
c22646,4,4
c22647,4,3
c22648,5,5
c22649,3,10
c22650,6,8
c22651,3,7
c22652,3,6
c22653,3,3
c22654,7,7
c22655,4,5
c22656,6,6
c22657,4,1
c22658,7,3
c22659,5,5
c22660,4,4
c22661,9,8
c22662,4,6
c22663,3,5
c22664,5,6
c22665,4,5
c22666,4,4
c22667,3,1
c22668,6,7
c22669,4,6
c22670,6,5
c22671,5,5
c22672,6,5
c22673,7,9
c22674,4,6
c22675,8,1
c22676,6,6
c22677,4,7
c22678,7,3
c22679,3,7
c22680,6,8
c22681,2,6
c22682,8,4
c22683,6,6
c22684,5,5
c22685,5,6
c22686,3,7
c22687,2,9
c22688,4,4
c22689,3,3
c22690,5,5
c22691,5,4
c22692,3,3
c22693,6,5
c22694,4,6
c22695,5,4
c22696,6,3
c22697,3,2
c22698,6,5
c22699,4,5
c22700,4,7
c22701,5,5
c22702,3,8
c22703,3,4
c22704,7,1
c22705,4,5
c22706,4,4
c22707,4,4
c22708,5,4
c22709,5,5
c22710,6,4
c22711,4,5
c22712,6,6
c22713,5,6
c22714,5,10
c22715,7,7
c22716,5,5
c22717,7,3
c22718,5,5
c22719,9,1
c22720,4,4
c22721,4,4
c22722,4,4
c22723,5,6
c22724,5,7
c22725,3,7
c22726,5,6
c22727,6,6
c22728,10,1
c22729,7,2
c22730,4,4
c22731,3,3
c22732,6,2
c22733,3,2
c22734,4,5
c22735,5,4
c22736,6,4
c22737,6,9
c22738,5,6
c22739,3,5
c22740,5,5
c22741,4,4
c22742,5,5
c22743,8,3
c22744,6,6
c22745,4,3
c22746,8,10
c22747,6,6
c22748,1,9
c22749,4,3
c22750,5,9
c22751,4,4
c22752,7,6
c22753,5,5
c22754,5,7
c22755,7,4
c22756,5,10
c22757,4,4
c22758,4,6
c22759,2,8
c22760,6,4
c22761,5,6
c22762,6,7
c22763,7,3
c22764,6,6
c22765,4,2
c22766,3,3
c22767,5,6
c22768,5,5
c22769,5,5
c22770,5,5
c22771,5,4
c22772,9,8
c22773,4,4
c22774,3,1
c22775,3,8
c22776,4,5
c22777,8,9
c22778,4,6
c22779,5,7
c22780,4,4
c22781,6,6
c22782,3,2
c22783,4,4
c22784,5,4
c22785,7,10
c22786,6,4
c22787,3,6
c22788,7,1
c22789,3,9
c22790,4,5
c22791,8,8
c22792,5,5
c22793,5,5
c22794,4,4
c22795,4,6
c22796,6,6
c22797,5,5
c22798,1,4
c22799,7,8
c22800,8,3
c22801,5,7
c22802,6,5
c22803,3,3
c22804,6,5
c22805,6,4
c22806,7,6
c22807,6,1
c22808,6,6
c22809,4,4
c22810,6,2
c22811,6,4
c22812,3,7
c22813,4,5
c22814,5,5
c22815,2,9
c22816,3,3
c22817,4,6
c22818,5,6
c22819,3,9
c22820,4,5
c22821,2,2
c22822,6,6
c22823,7,3
c22824,7,9
c22825,5,6
c22826,4,6
c22827,4,2
c22828,5,3
c22829,2,1
c22830,6,1
c22831,5,5
c22832,3,7
c22833,7,3
c22834,5,4
c22835,6,2
c22836,4,5
c22837,3,7
c22838,5,4
c22839,3,7
c22840,6,2
c22841,4,4
c22842,4,5
c22843,7,3
c22844,3,6
c22845,6,4
c22846,8,2
c22847,2,2
c22848,6,5
c22849,5,4
c22850,5,6
c22851,7,3
c22852,4,6
c22853,5,5
c22854,6,6
c22855,4,7
c22856,4,5
c22857,5,4
c22858,8,1
c22859,5,6
c22860,3,4
c22861,4,4
c22862,6,6
c22863,8,2
c22864,6,6
c22865,1,1
c22866,7,2
c22867,4,4
c22868,5,5
c22869,5,5
c22870,4,4
c22871,8,2
c22872,3,7
c22873,5,2
c22874,7,5
c22875,7,3
c22876,7,3
c22877,8,10
c22878,9,8
c22879,2,7
c22880,5,5
c22881,7,6
c22882,3,7
c22883,4,4
c22884,6,5
c22885,4,4
c22886,6,4
c22887,6,5
c22888,5,5
c22889,6,4
c22890,6,5
c22891,3,3
c22892,5,5
c22893,7,8
c22894,5,5
c22895,5,4
c22896,6,4
c22897,6,5
c22898,5,6
c22899,6,6
c22900,3,7
c22901,4,5
c22902,4,2
c22903,4,4
c22904,3,7
c22905,3,7
c22906,5,6
c22907,6,5
c22908,3,9
c22909,6,4
c22910,4,6
c22911,6,2
c22912,6,6
c22913,5,4
c22914,6,4
c22915,9,2
c22916,8,2
c22917,2,1
c22918,6,6
c22919,4,5
c22920,3,7
c22921,5,5
c22922,7,3
c22923,4,4
c22924,5,6
c22925,5,4
c22926,2,1
c22927,6,6
c22928,6,5
c22929,3,3
c22930,6,5
c22931,4,1
c22932,7,9
c22933,5,5
c22934,7,3
c22935,4,4
c22936,4,6
c22937,9,2
c22938,7,9
c22939,3,6
c22940,5,5
c22941,6,8
c22942,4,4
c22943,5,6
c22944,3,4
c22945,5,4
c22946,5,6
c22947,6,6
c22948,5,5
c22949,3,7
c22950,7,6
c22951,9,9
c22952,5,5
c22953,5,5
c22954,6,10
c22955,8,1
c22956,6,5
c22957,6,6
c22958,3,3
c22959,4,3
c22960,6,6
c22961,6,4
c22962,4,8
c22963,7,10
c22964,5,7
c22965,5,5
c22966,6,5
c22967,5,4
c22968,5,5
c22969,5,7
c22970,4,5
c22971,5,6
c22972,8,2
c22973,7,3
c22974,5,5
c22975,4,1
c22976,4,6
c22977,8,8
c22978,4,6
c22979,4,5
c22980,5,4
c22981,7,3
c22982,6,7
c22983,7,3
c22984,5,5
c22985,6,4
c22986,7,9
c22987,7,7
c22988,1,9
c22989,2,3
c22990,4,4
c22991,6,4
c22992,5,10
c22993,3,3
c22994,6,6
c22995,7,7
c22996,6,6
c22997,7,6
c22998,6,7
c22999,1,9
c23000,3,9
c23001,5,6
c23002,6,4
c23003,4,4
c23004,4,6
c23005,2,8
c23006,7,6
c23007,6,7
c23008,5,4
c23009,4,4
c23010,4,4
c23011,4,4
c23012,4,6
c23013,7,3
c23014,6,3
c23015,3,6
c23016,9,9
c23017,6,6
c23018,4,5
c23019,5,6
c23020,8,8
c23021,7,1
c23022,6,6
c23023,8,8
c23024,7,2
c23025,5,4
c23026,6,4
c23027,5,5
c23028,3,2
c23029,4,6
c23030,5,4
c23031,6,8
c23032,6,1
c23033,6,6
c23034,5,5
c23035,6,9
c23036,5,3
c23037,5,2
c23038,4,7
c23039,4,10
c23040,6,4
c23041,5,6
c23042,7,7
c23043,4,3
c23044,5,6
c23045,6,4
c23046,4,4
c23047,6,6
c23048,3,7
c23049,5,9
c23050,3,3
c23051,6,4
c23052,4,5
c23053,2,10
c23054,7,1
c23055,5,6
c23056,4,5
c23057,5,5
c23058,7,3
c23059,6,1
c23060,7,5
c23061,4,6
c23062,5,6
c23063,6,6
c23064,5,4
c23065,4,6
c23066,7,7
c23067,5,6
c23068,6,6
c23069,7,9
c23070,3,7
c23071,7,9
c23072,8,8
c23073,5,4
c23074,3,7
c23075,6,6
c23076,5,6
c23077,3,2
c23078,7,7
c23079,6,6
c23080,5,4
c23081,6,6
c23082,7,5
c23083,3,8
c23084,2,7
c23085,6,5
c23086,5,5
c23087,6,3
c23088,4,5
c23089,7,4
c23090,4,1
c23091,5,4
c23092,3,2
c23093,5,4
c23094,4,10
c23095,7,9
c23096,7,7
c23097,6,5
c23098,6,6
c23099,8,9
c23100,6,6
c23101,4,5
c23102,3,3
c23103,5,6
c23104,5,4
c23105,5,4
c23106,6,10
c23107,4,5
c23108,2,10
c23109,6,4
c23110,8,4
c23111,6,6
c23112,9,1
c23113,5,5
c23114,4,9
c23115,5,8
c23116,5,7
c23117,7,7
c23118,4,7
c23119,7,4
c23120,9,8
c23121,5,5
c23122,3,3
c23123,3,1
c23124,5,6
c23125,5,5
c23126,4,6
c23127,4,4
c23128,1,9
c23129,5,5
c23130,5,4
c23131,3,9
c23132,3,8
c23133,4,5
c23134,5,4
c23135,4,6
c23136,8,1
c23137,4,4
c23138,5,4
c23139,4,4
c23140,2,3
c23141,9,10
c23142,6,9
c23143,4,4
c23144,7,6
c23145,5,5
c23146,7,6
c23147,2,2
c23148,3,5
c23149,7,4
c23150,3,3
c23151,4,2
c23152,4,4
c23153,4,7
c23154,7,4
c23155,5,6
c23156,7,7
c23157,5,5
c23158,5,5
c23159,6,4
c23160,4,6
c23161,5,5
c23162,3,5
c23163,5,4
c23164,6,5
c23165,4,1
c23166,4,4
c23167,5,6
c23168,5,2
c23169,5,6
c23170,4,4
c23171,2,10
c23172,2,8
c23173,4,6
c23174,6,7
c23175,4,6
c23176,6,5
c23177,3,4
c23178,5,6
c23179,7,1
c23180,4,4
c23181,7,2
c23182,4,4
c23183,5,4
c23184,7,5
c23185,6,6
c23186,1,9
c23187,4,6
c23188,7,3
c23189,5,6
c23190,4,5
c23191,1,9
c23192,8,1
c23193,4,4
c23194,5,6
c23195,5,6
c23196,6,5
c23197,4,5
c23198,4,6
c23199,6,5
c23200,7,8
c23201,4,5
c23202,3,3
c23203,4,5
c23204,7,3
c23205,7,5
c23206,7,4
c23207,6,6
c23208,4,6
c23209,5,6
c23210,4,2
c23211,4,6
c23212,7,7
c23213,6,6
c23214,3,7
c23215,6,8
c23216,7,2
c23217,7,6
c23218,4,5
c23219,6,6
c23220,4,1
c23221,8,9
c23222,4,6
c23223,4,4
c23224,4,6
c23225,6,1
c23226,3,2
c23227,6,4
c23228,4,5
c23229,4,4
c23230,7,7
c23231,6,9
c23232,7,7
c23233,8,2
c23234,4,6
c23235,7,7
c23236,8,10
c23237,6,8
c23238,5,4
c23239,8,8
c23240,5,5
c23241,5,1
c23242,8,2
c23243,4,4
c23244,5,5
c23245,4,6
c23246,6,4
c23247,3,7
c23248,7,3
c23249,3,3
c23250,5,5
c23251,7,7
c23252,5,6
c23253,2,10
c23254,6,5
c23255,7,9
c23256,4,5
c23257,6,10
c23258,3,9
c23259,4,6
c23260,5,5
c23261,4,10
c23262,6,10
c23263,8,2
c23264,7,1
c23265,4,6
c23266,7,7
c23267,4,4
c23268,5,5
c23269,4,7
c23270,4,10
c23271,7,9
c23272,5,6
c23273,4,5
c23274,5,5
c23275,6,4
c23276,4,7
c23277,4,4
c23278,6,5
c23279,4,4
c23280,7,4
c23281,5,5
c23282,4,4
c23283,3,6
c23284,4,4
c23285,4,6
c23286,4,6
c23287,6,7
c23288,6,6
c23289,6,6
c23290,3,3
c23291,6,10
c23292,2,2
c23293,5,6
c23294,4,6
c23295,6,6
c23296,7,7
c23297,5,4
c23298,8,2
c23299,4,4
c23300,7,3
c23301,7,7
c23302,3,9
c23303,5,2
c23304,6,5
c23305,4,5
c23306,4,5
c23307,4,8
c23308,3,5
c23309,5,6
c23310,3,2
c23311,4,6
c23312,6,4
c23313,3,3
c23314,5,5
c23315,6,6
c23316,5,5
c23317,7,7
c23318,6,1
c23319,4,10
c23320,2,9
c23321,6,4
c23322,4,6
c23323,3,2
c23324,4,6
c23325,6,6
c23326,4,5
c23327,4,4
c23328,5,4
c23329,3,4
c23330,6,6
c23331,7,3
c23332,5,4
c23333,5,7
c23334,5,9
c23335,2,9
c23336,6,4
c23337,8,1
c23338,5,6
c23339,4,6
c23340,6,4
c23341,4,6
c23342,4,4
c23343,6,6
c23344,5,4
c23345,7,9
c23346,6,6
c23347,2,8
c23348,5,6
c23349,5,6
c23350,5,4
c23351,6,5
c23352,7,7
c23353,3,5
c23354,2,8
c23355,5,5
c23356,5,7
c23357,5,4
c23358,2,3
c23359,5,8
c23360,5,6
c23361,6,6
c23362,5,6
c23363,7,10
c23364,3,10
c23365,5,5
c23366,6,4
c23367,4,4
c23368,4,6
c23369,5,5
c23370,6,5
c23371,5,9
c23372,5,5
c23373,5,5
c23374,8,1
c23375,3,10
c23376,8,8
c23377,5,4
c23378,7,3
c23379,5,5
c23380,9,2
c23381,6,1
c23382,4,7
c23383,5,5
c23384,7,4
c23385,6,5
c23386,6,6
c23387,4,6
c23388,6,5
c23389,5,6
c23390,4,4
c23391,4,7
c23392,6,2
c23393,6,5
c23394,7,1
c23395,5,5
c23396,6,5
c23397,6,2
c23398,7,6
c23399,5,5
c23400,6,2
c23401,4,6
c23402,9,1
c23403,4,6
c23404,4,5
c23405,7,7
c23406,5,4
c23407,2,1
c23408,4,4
c23409,4,4
c23410,4,6
c23411,5,4
c23412,6,5
c23413,6,4
c23414,5,4
c23415,3,10
c23416,5,4
c23417,7,3
c23418,5,4
c23419,5,6
c23420,4,6
c23421,9,9
c23422,5,5
c23423,6,6
c23424,3,3
c23425,6,6
c23426,6,4
c23427,5,5
c23428,7,7
c23429,5,6
c23430,3,3
c23431,6,4
c23432,6,6
c23433,4,9
c23434,7,6
c23435,4,5
c23436,5,4
c23437,6,6
c23438,5,4
c23439,4,4
c23440,5,7
c23441,6,7
c23442,4,1
c23443,4,10
c23444,3,9
c23445,7,9
c23446,4,3
c23447,3,10
c23448,3,3
c23449,2,9
c23450,7,9
c23451,7,8
c23452,6,5
c23453,6,5
c23454,2,10
c23455,7,2
c23456,3,2
c23457,6,8
c23458,6,6
c23459,1,10
c23460,6,5
c23461,2,2
c23462,2,8
c23463,8,1
c23464,4,5
c23465,9,2
c23466,3,8
c23467,3,5
c23468,5,6
c23469,5,5
c23470,8,2
c23471,5,4
c23472,7,6
c23473,7,3
c23474,4,9
c23475,8,10
c23476,5,6
c23477,7,3
c23478,5,5
c23479,5,5
c23480,4,4
c23481,8,3
c23482,4,2
c23483,5,5
c23484,6,4
c23485,4,5
c23486,6,7
c23487,2,1
c23488,6,5
c23489,7,9
c23490,2,10
c23491,3,3
c23492,6,4
c23493,7,3
c23494,3,7
c23495,4,8
c23496,4,4
c23497,7,3
c23498,3,7
c23499,6,4
c23500,3,4
c23501,5,10
c23502,4,6
c23503,2,8
c23504,5,4
c23505,4,7
c23506,6,2
c23507,5,6
c23508,3,9
c23509,3,9
c23510,4,6
c23511,3,4
c23512,1,1
c23513,4,4
c23514,3,7
c23515,4,6
c23516,5,4
c23517,2,9
c23518,4,6
c23519,3,7
c23520,8,10
c23521,5,4
c23522,3,1
c23523,3,7
c23524,6,6
c23525,7,9
c23526,3,8
c23527,3,7
c23528,6,6
c23529,3,7
c23530,3,9
c23531,6,6
c23532,6,5
c23533,5,5
c23534,5,6
c23535,5,3
c23536,3,3
c23537,3,9
c23538,1,9
c23539,6,5
c23540,5,4
c23541,4,4
c23542,5,5
c23543,5,6
